question,course,document
Why might a null column appear even after applying .fillna()?,machine-learning-zoomcamp,0bc4c3da
How can I properly duplicate a dataframe without referencing the original?,machine-learning-zoomcamp,0bc4c3da
What is the difference between a shallow copy and a deep copy of a dataframe?,machine-learning-zoomcamp,0bc4c3da
How do I create an independent copy of a dataframe in Python?,machine-learning-zoomcamp,0bc4c3da
Who provided the solution for creating a deep copy of a dataframe?,machine-learning-zoomcamp,0bc4c3da
Is it acceptable to use Scikit-Learn's train_test_split function this week?,machine-learning-zoomcamp,c0ee2665
Can I implement train_test_split myself instead of using Scikit-Learn's functions?,machine-learning-zoomcamp,c0ee2665
Will we use Scikit-Learn's functions in later weeks?,machine-learning-zoomcamp,c0ee2665
Is it mandatory to implement train_test_split manually for this week’s exercises?,machine-learning-zoomcamp,c0ee2665
Are we allowed to start utilizing Scikit-Learn's tools ahead of schedule?,machine-learning-zoomcamp,c0ee2665
Is it possible to use the Scikit-Learn LinearRegression for the current module?,machine-learning-zoomcamp,3f60871d
Will we be covering LinearRegression in the upcoming week?,machine-learning-zoomcamp,3f60871d
Is LinearRegression an acceptable method for this part of the course?,machine-learning-zoomcamp,3f60871d
Should I be worried about not knowing LinearRegression yet?,machine-learning-zoomcamp,3f60871d
Are we supposed to apply Scikit-Learn's LinearRegression toolkit this week?,machine-learning-zoomcamp,3f60871d
What are Scikit-Learn equivalents for linear regression models discussed in week 2?,machine-learning-zoomcamp,f30217a7
Which Scikit-Learn function is used for linear regression without regularization?,machine-learning-zoomcamp,f30217a7
What is the Scikit-Learn function for linear regression with regularization?,machine-learning-zoomcamp,f30217a7
Where can I find explanations of linear models in Scikit-Learn?,machine-learning-zoomcamp,f30217a7
Who added the information about Scikit-Learn functions for linear regression?,machine-learning-zoomcamp,f30217a7
What does the regularization parameter `r` do in the context of machine learning for regression?,machine-learning-zoomcamp,91fc573d
How is `r` in the `train_linear_regression_reg` function different from `alpha` in sklearn.Ridge()?,machine-learning-zoomcamp,91fc573d
Can you explain why introducing `r` helps in preventing multicollinearity?,machine-learning-zoomcamp,91fc573d
How do increasing values of `r` and `alpha` affect the regularization strength in ridge regression?,machine-learning-zoomcamp,91fc573d
Could you describe the role of `r` in modifying the main diagonal in matrix inversion?,machine-learning-zoomcamp,91fc573d
Why can't linear regression achieve a perfect fit with training data?,machine-learning-zoomcamp,fe3139f6
What might be the consequence of a model fitting perfectly to all data points?,machine-learning-zoomcamp,fe3139f6
How can non-linear least squares be used to fit data points?,machine-learning-zoomcamp,fe3139f6
Why is it problematic if a model provides an exact match to the training data?,machine-learning-zoomcamp,fe3139f6
What intuition does the picture of fitting a line through dots provide in lesson 2.8?,machine-learning-zoomcamp,fe3139f6
Why does using a random seed value of 42 place all missing values in my training dataframe?,machine-learning-zoomcamp,48aac030
"If I use a seed other than 42, such as 9, where will the missing values appear?",machine-learning-zoomcamp,48aac030
How does a random seed like 42 ensure consistent behavior across different learners?,machine-learning-zoomcamp,48aac030
What is the purpose of setting a random seed for the homework concerning data proportion splits?,machine-learning-zoomcamp,48aac030
How does changing the seed value from 42 affect the distribution of missing values across dataframes?,machine-learning-zoomcamp,48aac030
How can I shuffle the dataset using pandas to match the randomization used in the course resources?,machine-learning-zoomcamp,28321bc2
What pandas function allows me to shuffle the entire dataset in machine learning for regression?,machine-learning-zoomcamp,28321bc2
Is there a specific parameter that ensures the dataset is shuffled completely?,machine-learning-zoomcamp,28321bc2
How do I reset the index after shuffling my dataset with pandas?,machine-learning-zoomcamp,28321bc2
Can the same randomization be reproduced when shuffling the dataset with pandas?,machine-learning-zoomcamp,28321bc2
What should I do if my homework answer is close but doesn't match any given options?,machine-learning-zoomcamp,edb92d22
How should I proceed if my calculation results differ slightly from the provided choices?,machine-learning-zoomcamp,edb92d22
What is the recommended action when my solution isn't an exact match with the available answers?,machine-learning-zoomcamp,edb92d22
How to handle a situation where my answer doesn't precisely match the options due to environmental differences?,machine-learning-zoomcamp,edb92d22
What steps should be taken if my computed answer diverges slightly from the given selections?,machine-learning-zoomcamp,edb92d22
What data should be used for calculating the mean in HW02 question 3?,machine-learning-zoomcamp,f488ce85
"For HW02 question 3, can I use the test data set to compute the mean?",machine-learning-zoomcamp,f488ce85
"In question 3 of HW02, which specific data set is required for finding the mean?",machine-learning-zoomcamp,f488ce85
Should the mean in HW02 question 3 be computed using the validation data set?,machine-learning-zoomcamp,f488ce85
How can I compute the mean for HW02 question 3 using the training data?,machine-learning-zoomcamp,f488ce85
Under what circumstances is it beneficial to apply a logarithmic transformation to the target variable?,machine-learning-zoomcamp,bf395099
What limitation does np.log1p() have when transforming the target variable?,machine-learning-zoomcamp,bf395099
Why might you use a logarithmic transformation on price data in regression models?,machine-learning-zoomcamp,bf395099
How does a long tail distribution affect the decision to transform the target variable?,machine-learning-zoomcamp,bf395099
What should you consider about target variable values before applying np.log1p()?,machine-learning-zoomcamp,bf395099
What does a ValueError indicating shapes not aligned mean in machine learning regression?,machine-learning-zoomcamp,01cd3b35
What should I do if I encounter an error that says operands could not be broadcast together with shapes?,machine-learning-zoomcamp,01cd3b35
How can I solve the issue when an operation between two arrays of different shapes fails?,machine-learning-zoomcamp,01cd3b35
Is there an alternative to the dot() method when dealing with different dimensional arrays causing errors?,machine-learning-zoomcamp,01cd3b35
What is a common solution to resolve shape alignment issues in array operations?,machine-learning-zoomcamp,01cd3b35
What is the correct way to copy a dataframe to avoid altering the original?,machine-learning-zoomcamp,5551c92e
How can I ensure that modifications to a copy of a dataframe do not affect the original dataframe?,machine-learning-zoomcamp,5551c92e
What is the difference between X_copy = X and X_copy = X.copy() in terms of dataframe management?,machine-learning-zoomcamp,5551c92e
Why is it important to create a deep copy of a dataframe in data manipulation?,machine-learning-zoomcamp,5551c92e
How does using a 'view' differ from creating a deep copy when working with dataframes?,machine-learning-zoomcamp,5551c92e
What happens to the distribution when there is a long tail?,machine-learning-zoomcamp,94f928d2
How does the long tail affect the mean in a distribution?,machine-learning-zoomcamp,94f928d2
Why is the mean no longer representative in a long-tail distribution?,machine-learning-zoomcamp,94f928d2
What changes occur in the probability on each side of a distribution with a long tail?,machine-learning-zoomcamp,94f928d2
"How are mean, median, and mode affected by a long tail in a distribution?",machine-learning-zoomcamp,94f928d2
What does the standard deviation indicate about a data set's values?,machine-learning-zoomcamp,266faa6d
How can the level of dispersion in a set of values be measured?,machine-learning-zoomcamp,266faa6d
In what scenario would a data set have a low standard deviation?,machine-learning-zoomcamp,266faa6d
What does a high standard deviation in a data set imply?,machine-learning-zoomcamp,266faa6d
How is standard deviation defined in the context of statistics?,machine-learning-zoomcamp,266faa6d
When should regularization techniques be considered necessary in machine learning models?,machine-learning-zoomcamp,c21f99f5
Is regularization required for all machine learning models?,machine-learning-zoomcamp,c21f99f5
In what scenarios is regularization particularly recommended?,machine-learning-zoomcamp,c21f99f5
How does dataset size influence the need for regularization?,machine-learning-zoomcamp,c21f99f5
Does the complexity of a model affect the decision to use regularization?,machine-learning-zoomcamp,c21f99f5
